2theta,simulated,2theta,real copy,2theta,real
34.32,322.654,34.2629,4865.806,34.2629,4865.806
34.34,331.682,34.2849,4593.217,34.2849,4593.217
34.36,336.176,34.3069,4598.399,34.3069,4598.399
34.38,312.606,34.3289,4574.056,34.3289,4574.056
34.4,293.555,34.3509,4761.796,34.3509,4761.796
34.42,307.893,34.3729,4775.99,34.3729,4775.99
34.44,352.123,34.3949,4993.276,34.3949,4993.276
34.46,383.242,34.4169,5241.322,34.4169,5241.322
34.48,356.154,34.4389,5505.106,34.4389,5505.106
34.5,296.093,34.4609,5584.734,34.4609,5584.734
34.52,243.4,34.4829,5394.822,34.4829,5394.822
34.54,215.734,34.5049,4973.985,34.5049,4973.985
34.56,213.932,34.5269,4634.26,34.5269,4634.26
34.58,234.162,34.5489,4399.686,34.5489,4399.686
34.6,283.122,34.5709,3987.569,34.5709,3987.569
34.62,369.0,34.5929,3659.034,34.5929,3659.034
34.64,488.187,34.6149,3416.362,34.6149,3416.362
34.66,603.703,34.6369,3171.313,34.6369,3171.313
34.68,623.73,34.6589,2889.553,34.6589,2889.553
34.7,526.839,34.6809,2926.951,34.6809,2926.951
34.72,398.627,34.7029,2821.768,34.7029,2821.768
34.74,288.947,34.7249,2828.545,34.7249,2828.545
34.76,213.615,34.7469,2872.664,34.7469,2872.664
34.78,168.347,34.7689,2874.959,34.7689,2874.959
34.8,138.087,34.7909,2931.035,34.7909,2931.035
34.82,114.119,34.8129,3028.419,34.8129,3028.419
34.84,97.5276,34.8349,3088.661,34.8349,3088.661
34.86,89.1679,34.8569,2995.677,34.8569,2995.677
34.88,87.6449,34.8789,2906.911,34.8789,2906.911
34.9,90.6354,34.9009,2900.874,34.9009,2900.874
34.92,95.5698,34.9229,2830.851,34.9229,2830.851
34.94,107.057,34.9449,2738.994,34.9449,2738.994
34.96,131.926,34.9669,2664.48,34.9669,2664.48
34.98,173.408,34.9889,2564.76,34.9889,2564.76
35.0,222.613,35.0109,2606.168,35.0109,2606.168
35.02,245.799,35.0329,2602.289,35.0329,2602.289
35.04,220.803,35.0549,2592.684,35.0549,2592.684
35.06,181.033,35.0769,2626.252,35.0769,2626.252
35.08,156.984,35.0989,2623.313,35.0989,2623.313
35.1,152.981,35.1209,2556.149,35.1209,2556.149
35.12,162.231,35.1429,2555.254,35.1429,2555.254
35.14,183.977,35.1649,2588.91,35.1649,2588.91
35.16,221.317,35.1869,2565.604,35.1869,2565.604
35.18,256.362,35.2089,2525.112,35.2089,2525.112
35.2,262.555,35.2309,2517.071,35.2309,2517.071
35.22,242.682,35.2529,2484.975,35.2529,2484.975
35.24,200.936,35.2749,2474.274,35.2749,2474.274
35.26,148.639,35.2969,2456.393,35.2969,2456.393
35.28,104.589,35.3189,2486.736,35.3189,2486.736
35.3,74.5284,35.3409,2590.788,35.3409,2590.788
35.32,55.5703,35.3629,2616.903,35.3629,2616.903
35.34,43.7289,35.3849,2684.463,35.3849,2684.463
35.36,36.0666,35.4069,2802.649,35.4069,2802.649
35.38,30.8178,35.4289,2911.692,35.4289,2911.692
35.4,27.0274,35.4509,3082.48,35.4509,3082.48
35.42,24.1878,35.4729,3167.535,35.4729,3167.535
35.44,22.0114,35.4949,3251.94,35.4949,3251.94
35.46,20.2358,35.5169,3231.931,35.5169,3231.931
35.48,18.9731,35.5389,3050.324,35.5389,3050.324
35.5,17.933,35.5609,2873.471,35.5609,2873.471
35.52,17.1422,35.5829,2855.684,35.5829,2855.684
35.54,16.5481,35.6049,2746.966,35.6049,2746.966
35.56,16.124,35.6269,2642.515,35.6269,2642.515
35.58,15.852,35.6489,2610.312,35.6489,2610.312
35.6,15.7213,35.6709,2564.318,35.6709,2564.318
35.62,15.7267,35.6929,2491.045,35.6929,2491.045
35.64,15.8687,35.7149,2562.479,35.7149,2562.479
35.66,15.7972,35.7369,2548.839,35.7369,2548.839
35.68,16.2451,35.7589,2727.567,35.7589,2727.567
35.7,16.8654,35.7809,2797.138,35.7809,2797.138
35.72,17.1914,35.8029,2901.455,35.8029,2901.455
35.74,18.2607,35.8249,3071.878,35.8249,3071.878
35.76,19.6318,35.8469,3297.03,35.8469,3297.03
35.78,21.3844,35.8689,3351.058,35.8689,3351.058
35.8,23.7453,35.8909,3560.994,35.8909,3560.994
35.82,26.6548,35.9129,3620.264,35.9129,3620.264
35.84,30.6813,35.9349,3682.074,35.9349,3682.074
35.86,36.4721,35.9569,3517.073,35.9569,3517.073
35.88,44.9753,35.9789,3462.131,35.9789,3462.131
35.9,57.5948,36.0009,3130.447,36.0009,3130.447
35.92,75.5404,36.0229,3117.819,36.0229,3117.819
35.94,99.1588,36.0449,3023.533,36.0449,3023.533
35.96,126.46,36.0669,2847.265,36.0669,2847.265
35.98,163.231,36.0889,2630.086,36.0889,2630.086
36.0,217.209,36.1109,2455.83,36.1109,2455.83
36.02,272.85,36.1329,2393.195,36.1329,2393.195
36.04,282.491,36.1549,2332.987,36.1549,2332.987
36.06,238.264,36.1769,2279.688,36.1769,2279.688
36.08,188.21,36.1989,2245.531,36.1989,2245.531
36.1,160.628,36.2209,2333.019,36.2209,2333.019
36.12,159.559,36.2429,2277.5,36.2429,2277.5
36.14,182.373,36.2649,2270.708,36.2649,2270.708
36.16,218.414,36.2869,2249.103,36.2869,2249.103
36.18,246.952,36.3089,2245.779,36.3089,2245.779
36.2,257.583,36.3309,2238.118,36.3309,2238.118
36.22,266.492,36.3529,2164.335,36.3529,2164.335
36.24,301.891,36.3749,2206.102,36.3749,2206.102
36.26,375.996,36.3969,2265.742,36.3969,2265.742
36.28,476.469,36.4189,2269.527,36.4189,2269.527
36.3,571.942,36.4409,2254.3,36.4409,2254.3
36.32,629.82,36.4629,2273.044,36.4629,2273.044
36.34,629.861,36.4849,2262.421,36.4849,2262.421
36.36,533.93,36.5069,2255.662,36.5069,2255.662
36.38,386.61,36.5289,2244.422,36.5289,2244.422
36.4,261.593,36.5509,2342.14,36.5509,2342.14
36.42,177.822,36.5729,2338.257,36.5729,2338.257
36.44,125.621,36.5949,2373.472,36.5949,2373.472
36.46,93.8114,36.6169,2423.334,36.6169,2423.334
36.48,73.5852,36.6389,2441.998,36.6389,2441.998
36.5,60.165,36.6609,2479.226,36.6609,2479.226
36.52,50.743,36.6829,2461.646,36.6829,2461.646
36.54,43.7215,36.7049,2407.063,36.7049,2407.063
36.56,38.4046,36.7269,2360.864,36.7269,2360.864
36.58,34.31,36.7489,2351.047,36.7489,2351.047
36.6,31.0879,36.7709,2370.885,36.7709,2370.885
36.62,28.5942,36.7929,2309.809,36.7929,2309.809
36.64,26.5013,36.8149,2275.667,36.8149,2275.667
36.66,25.0393,36.8369,2315.443,36.8369,2315.443
36.68,23.8933,36.8589,2310.61,36.8589,2310.61
36.7,23.0492,36.8809,2248.826,36.8809,2248.826
36.72,22.648,36.9029,2193.243,36.9029,2193.243
36.74,22.46,36.9249,2196.26,36.9249,2196.26
36.76,22.5947,36.9469,2210.227,36.9469,2210.227
36.78,23.2633,36.9689,2207.244,36.9689,2207.244
36.8,24.2984,36.9909,2213.714,36.9909,2213.714
36.82,26.125,37.0129,2222.106,37.0129,2222.106
36.84,29.2936,37.0349,2210.547,37.0349,2210.547
36.86,34.737,37.0569,2251.907,37.0569,2251.907
36.88,43.6661,37.0789,2275.61,37.0789,2275.61
36.9,56.7986,37.1009,2294.607,37.1009,2294.607
36.92,71.4439,37.1229,2278.242,37.1229,2278.242
36.94,77.4059,37.1449,2205.066,37.1449,2205.066
36.96,68.7064,37.1669,2235.264,37.1669,2235.264
36.98,55.2396,37.1889,2262.466,37.1889,2262.466
37.0,44.914,37.2109,2323.572,37.2109,2323.572
37.02,38.8421,37.2329,2184.472,37.2329,2184.472
37.04,36.0443,37.2549,2191.354,37.2549,2191.354
37.06,35.4177,37.2769,2240.836,37.2769,2240.836
37.08,36.2635,37.2989,2252.149,37.2989,2252.149
37.1,38.2828,37.3209,2252.819,37.3209,2252.819
37.12,41.4995,37.3429,2175.099,37.3429,2175.099
37.14,46.2516,37.3649,2168.297,37.3649,2168.297
37.16,53.3485,37.3869,2157.428,37.3869,2157.428
37.18,64.3819,37.4089,2249.038,37.4089,2249.038
37.2,81.9659,37.4309,2218.644,37.4309,2218.644
37.22,109.338,37.4529,2234.235,37.4529,2234.235
37.24,147.859,37.4749,2246.066,37.4749,2246.066
37.26,188.546,37.4969,2245.349,37.4969,2245.349
37.28,205.871,37.5189,2283.537,37.5189,2283.537
37.3,189.896,37.5409,2222.146,37.5409,2222.146
37.32,163.8,37.5629,2243.631,37.5629,2243.631
37.34,147.996,37.5849,2361.828,37.5849,2361.828
37.36,148.44,37.6069,2352.279,37.6069,2352.279
37.38,164.677,37.6289,2325.62,37.6289,2325.62
37.4,195.374,37.6509,2324.823,37.6509,2324.823
37.42,240.894,37.6729,2397.056,37.6729,2397.056
37.44,313.024,37.6949,2467.59,37.6949,2467.59
37.46,429.646,37.7169,2469.155,37.7169,2469.155
37.48,592.29,37.7389,2644.803,37.7389,2644.803
37.5,761.394,37.7609,2639.351,37.7609,2639.351
37.52,843.775,37.7829,2637.029,37.7829,2637.029
37.54,792.737,37.8049,2837.506,37.8049,2837.506
37.56,676.212,37.8269,2969.092,37.8269,2969.092
37.58,569.898,37.8489,3076.566,37.8489,3076.566
37.6,519.993,37.8709,2968.38,37.8709,2968.38
37.62,533.383,37.8929,2954.97,37.8929,2954.97
37.64,618.805,37.9149,3041.9,37.9149,3041.9
37.66,807.34,37.9369,3130.154,37.9369,3130.154
37.68,1110.05,37.9589,3059.6,37.9589,3059.6
37.7,1429.01,37.9809,3140.271,37.9809,3140.271
37.72,1493.07,38.0029,3328.382,38.0029,3328.382
37.74,1228.46,38.0249,3408.102,38.0249,3408.102
37.76,896.727,38.0469,3596.973,38.0469,3596.973
37.78,652.156,38.0689,3577.74,38.0689,3577.74
37.8,514.426,38.0909,3820.024,38.0909,3820.024
37.82,472.89,38.1129,3874.534,38.1129,3874.534
37.84,516.524,38.1349,3876.791,38.1349,3876.791
37.86,627.858,38.1569,3582.702,38.1569,3582.702
37.88,742.024,38.1789,3357.274,38.1789,3357.274
37.9,731.014,38.2009,3274.622,38.2009,3274.622
37.92,591.132,38.2229,3151.925,38.2229,3151.925
37.94,446.183,38.2449,2930.606,38.2449,2930.606
37.96,352.132,38.2669,2788.516,38.2669,2788.516
37.98,299.467,38.2889,2624.435,38.2889,2624.435
38.0,256.115,38.3109,2508.422,38.3109,2508.422
38.02,211.101,38.3329,2455.633,38.3329,2455.633
38.04,176.365,38.3549,2470.535,38.3549,2470.535
38.06,159.026,38.3769,2507.441,38.3769,2507.441
38.08,159.237,38.3989,2546.976,38.3989,2546.976
38.1,174.311,38.4209,2570.818,38.4209,2570.818
38.12,197.07,38.4429,2632.717,38.4429,2632.717
38.14,221.752,38.4649,2707.133,38.4649,2707.133
38.16,245.24,38.4869,2707.243,38.4869,2707.243
38.18,262.553,38.5089,2642.452,38.5089,2642.452
38.2,269.466,38.5309,2731.006,38.5309,2731.006
38.22,268.98,38.5529,2785.982,38.5529,2785.982
38.24,250.625,38.5749,2761.416,38.5749,2761.416
38.26,202.316,38.5969,2742.279,38.5969,2742.279
38.28,148.804,38.6189,2718.308,38.6189,2718.308
38.3,108.623,38.6409,2699.013,38.6409,2699.013
38.32,82.5547,38.6629,2600.434,38.6629,2600.434
38.34,66.4797,38.6849,2545.74,38.6849,2545.74
38.36,56.6018,38.7069,2566.525,38.7069,2566.525
38.38,50.4261,38.7289,2595.037,38.7289,2595.037
38.4,46.527,38.7509,2602.427,38.7509,2602.427
38.42,44.4319,38.7729,2538.703,38.7729,2538.703
38.44,43.8624,38.7949,2606.432,38.7949,2606.432
38.46,44.6317,38.8169,2635.389,38.8169,2635.389
38.48,46.0573,38.8389,2670.558,38.8389,2670.558
38.5,46.923,38.8609,2890.454,38.8609,2890.454
38.52,46.9956,38.8829,2994.402,38.8829,2994.402
38.54,47.6656,38.9049,3130.782,38.9049,3130.782
38.56,49.5153,38.9269,3397.326,38.9269,3397.326
38.58,53.3603,38.9489,3610.962,38.9489,3610.962
38.6,59.6912,38.9709,3923.152,38.9709,3923.152
38.62,69.4813,38.9929,4219.025,38.9929,4219.025
38.64,84.8229,39.0149,4360.946,39.0149,4360.946
38.66,109.894,39.0369,4274.778,39.0369,4274.778
38.68,151.9,39.0589,4064.222,39.0589,4064.222
38.7,220.658,39.0809,3803.475,39.0809,3803.475
38.72,323.496,39.1029,3685.973,39.1029,3685.973
38.74,444.896,39.1249,3504.888,39.1249,3504.888
38.76,516.837,39.1469,3253.691,39.1469,3253.691
38.78,490.401,39.1689,2996.824,39.1689,2996.824
38.8,408.432,39.1909,2870.39,39.1909,2870.39
38.82,311.02,39.2129,2880.799,39.2129,2880.799
38.84,226.941,39.2349,2736.876,39.2349,2736.876
38.86,171.698,39.2569,2716.601,39.2569,2716.601
38.88,142.833,39.2789,2835.946,39.2789,2835.946
38.9,134.673,39.3009,2771.833,39.3009,2771.833
38.92,145.554,39.3229,2682.967,39.3229,2682.967
38.94,179.118,39.3449,2655.415,39.3449,2655.415
38.96,242.69,39.3669,2678.236,39.3669,2678.236
38.98,339.346,39.3889,2616.695,39.3889,2616.695
39.0,447.29,39.4109,2590.999,39.4109,2590.999
39.02,495.41,39.4329,2542.739,39.4329,2542.739
39.04,430.472,39.4549,2454.337,39.4549,2454.337
39.06,312.596,39.4769,2419.05,39.4769,2419.05
39.08,212.827,39.4989,2429.271,39.4989,2429.271
39.1,146.333,39.5209,2307.6,39.5209,2307.6
39.12,106.221,39.5429,2483.117,39.5429,2483.117
39.14,82.5421,39.5649,2361.492,39.5649,2361.492
39.16,68.3356,39.5869,2394.752,39.5869,2394.752
39.18,58.8364,39.6089,2493.39,39.6089,2493.39
39.2,52.7336,39.6309,2563.814,39.6309,2563.814
39.22,49.6321,39.6529,2502.619,39.6529,2502.619
39.24,48.413,39.6749,2652.93,39.6749,2652.93
39.26,48.9715,39.6969,2681.859,39.6969,2681.859
39.28,51.4151,39.7189,2818.669,39.7189,2818.669
39.3,56.1607,39.7409,2836.549,39.7409,2836.549
39.32,64.1652,39.7629,2945.053,39.7629,2945.053
39.34,77.5076,39.7849,3050.353,39.7849,3050.353
39.36,100.077,39.8069,3190.658,39.8069,3190.658
39.38,138.232,39.8289,3277.102,39.8289,3277.102
39.4,202.177,39.8509,3486.701,39.8509,3486.701
39.42,296.842,39.8729,3620.725,39.8729,3620.725
39.44,405.182,39.8949,3722.566,39.8949,3722.566
39.46,454.223,39.9169,3679.675,39.9169,3679.675
39.48,391.354,39.9389,3626.533,39.9389,3626.533
39.5,286.64,39.9609,3481.56,39.9609,3481.56
39.52,204.338,39.9829,3383.855,39.9829,3383.855
39.54,156.32,40.0049,3329.869,40.0049,3329.869
39.56,137.511,40.0269,3201.398,40.0269,3201.398
39.58,141.848,40.0489,3150.635,40.0489,3150.635
39.6,165.068,40.0709,3057.019,40.0709,3057.019
39.62,205.001,40.0929,3008.755,40.0929,3008.755
39.64,249.651,40.1149,3040.714,40.1149,3040.714
39.66,258.319,40.1369,3001.004,40.1369,3001.004
39.68,214.104,40.1589,2945.462,40.1589,2945.462
39.7,157.164,40.1809,2802.475,40.1809,2802.475
39.72,114.829,40.2029,2766.379,40.2029,2766.379
39.74,89.9056,40.2249,2648.437,40.2249,2648.437
39.76,78.31,40.2469,2532.027,40.2469,2532.027
39.78,74.4807,40.2689,2560.612,40.2689,2560.612
39.8,73.0513,40.2909,2498.51,40.2909,2498.51
39.82,72.9554,40.3129,2413.309,40.3129,2413.309
39.84,73.265,40.3349,2413.665,40.3349,2413.665
39.86,74.7999,40.3569,2375.859,40.3569,2375.859
39.88,82.405,40.3789,2418.326,40.3789,2418.326
39.9,102.039,40.4009,2440.614,40.4009,2440.614
39.92,139.62,40.4229,2482.673,40.4229,2482.673
39.94,199.168,40.4449,2471.391,40.4449,2471.391
39.96,270.617,40.4669,2442.662,40.4669,2442.662
39.98,306.674,40.4889,2421.295,40.4889,2421.295
40.0,266.468,40.5109,2351.645,40.5109,2351.645
40.02,192.66,40.5329,2331.957,40.5329,2331.957
40.04,130.992,40.5549,2308.575,40.5549,2308.575
40.06,90.2232,40.5769,2275.345,40.5769,2275.345
40.08,65.6641,40.5989,2274.053,40.5989,2274.053
40.1,51.2664,40.6209,2294.558,40.6209,2294.558
40.12,42.6289,40.6429,2277.761,40.6429,2277.761
40.14,37.2275,40.6649,2294.723,40.6649,2294.723
40.16,33.7914,40.6869,2331.761,40.6869,2331.761
40.18,31.6979,40.7089,2235.846,40.7089,2235.846
40.2,30.6322,40.7309,2211.2,40.7309,2211.2
40.22,30.2234,40.7529,2261.071,40.7529,2261.071
40.24,30.8208,40.7749,2321.979,40.7749,2321.979
40.26,32.2196,40.7969,2248.307,40.7969,2248.307
40.28,34.7491,40.8189,2289.266,40.8189,2289.266
40.3,38.5584,40.8409,2316.432,40.8409,2316.432
40.32,44.1495,40.8629,2305.058,40.8629,2305.058
40.34,52.476,40.8849,2298.69,40.8849,2298.69
40.36,65.3734,40.9069,2240.745,40.9069,2240.745
40.38,86.1561,40.9289,2328.46,40.9289,2328.46
40.4,120.012,40.9509,2347.876,40.9509,2347.876
40.42,173.171,40.9729,2289.046,40.9729,2289.046
40.44,247.258,40.9949,2319.005,40.9949,2319.005
40.46,324.155,41.0169,2305.863,41.0169,2305.863
40.48,376.27,41.0389,2306.239,41.0389,2306.239
40.5,404.113,41.0609,2357.814,41.0609,2357.814
40.52,398.642,41.0829,2441.944,41.0829,2441.944
40.54,362.36,41.1049,2484.76,41.1049,2484.76
40.56,308.002,41.1269,2508.777,41.1269,2508.777
40.58,235.301,41.1489,2594.25,41.1489,2594.25
40.6,167.699,41.1709,2757.151,41.1709,2757.151
40.62,120.25,41.1929,2768.206,41.1929,2768.206
40.64,91.4132,41.2149,2943.018,41.2149,2943.018
40.66,75.8296,41.2369,3071.794,41.2369,3071.794
40.68,69.6956,41.2589,3265.594,41.2589,3265.594
40.7,70.1755,41.2809,3509.246,41.2809,3509.246
40.72,75.6798,41.3029,3708.654,41.3029,3708.654
40.74,84.9411,41.3249,4004.342,41.3249,4004.342
40.76,100.742,41.3469,4318.662,41.3469,4318.662
40.78,128.181,41.3689,4626.563,41.3689,4626.563
40.8,164.678,41.3909,4606.042,41.3909,4606.042
40.82,194.905,41.4129,4648.349,41.4129,4648.349
40.84,198.673,41.4349,4597.392,41.4349,4597.392
40.86,167.552,41.4569,4498.984,41.4569,4498.984
40.88,125.712,41.4789,4525.856,41.4789,4525.856
40.9,94.7557,41.5009,4544.703,41.5009,4544.703
40.92,77.602,41.5229,4277.505,41.5229,4277.505
40.94,69.3455,41.5449,3981.334,41.5449,3981.334
40.96,64.0529,41.5669,3772.959,41.5669,3772.959
40.98,58.3742,41.5889,3539.112,41.5889,3539.112
41.0,50.8048,41.6109,3329.354,41.6109,3329.354
41.02,43.6966,41.6329,3230.249,41.6329,3230.249
41.04,39.2153,41.6549,3106.776,41.6549,3106.776
41.06,37.5643,41.6769,2967.807,41.6769,2967.807
41.08,38.3514,41.6989,2735.848,41.6989,2735.848
41.1,41.1245,41.7209,2634.078,41.7209,2634.078
41.12,45.0466,41.7429,2629.864,41.7429,2629.864
41.14,50.5896,41.7649,2541.05,41.7649,2541.05
41.16,59.3941,41.7869,2547.444,41.7869,2547.444
41.18,74.826,41.8089,2553.186,41.8089,2553.186
41.2,102.032,41.8309,2524.255,41.8309,2524.255
41.22,148.402,41.8529,2444.568,41.8529,2444.568
41.24,221.507,41.8749,2407.726,41.8749,2407.726
41.26,318.758,41.8969,2466.51,41.8969,2466.51
41.28,397.062,41.9189,2477.345,41.9189,2477.345
41.3,381.592,41.9409,2460.631,41.9409,2460.631
41.32,292.38,41.9629,2496.669,41.9629,2496.669
41.34,205.165,41.9849,2521.682,41.9849,2521.682
41.36,145.227,42.0069,2546.558,42.0069,2546.558
41.38,106.626,42.0289,2650.871,42.0289,2650.871
41.4,80.9357,42.0509,2707.032,42.0509,2707.032
41.42,63.7896,42.0729,2821.346,42.0729,2821.346
41.44,51.6102,42.0949,2964.447,42.0949,2964.447
41.46,43.4262,42.1169,3029.242,42.1169,3029.242
41.48,38.1805,42.1389,3072.77,42.1389,3072.77
41.5,35.1886,42.1609,3118.961,42.1609,3118.961
41.52,34.0125,42.1829,3127.767,42.1829,3127.767
41.54,34.5547,42.2049,3028.159,42.2049,3028.159
41.56,37.1676,42.2269,2966.703,42.2269,2966.703
41.58,42.8867,42.2489,2884.39,42.2489,2884.39
41.6,53.696,42.2709,2748.885,42.2709,2748.885
41.62,72.4234,42.2929,2682.951,42.2929,2682.951
41.64,101.346,42.3149,2619.038,42.3149,2619.038
41.66,136.59,42.3369,2549.703,42.3369,2549.703
41.68,157.597,42.3589,2472.527,42.3589,2472.527
41.7,143.755,42.3809,2411.905,42.3809,2411.905
41.72,110.129,42.4029,2397.372,42.4029,2397.372
41.74,79.8122,42.4249,2431.664,42.4249,2431.664
41.76,59.686,42.4469,2401.131,42.4469,2401.131
41.78,48.3256,42.4689,2374.684,42.4689,2374.684
41.8,43.353,42.4909,2402.851,42.4909,2402.851
41.82,42.2554,42.5129,2420.278,42.5129,2420.278
41.84,44.698,42.5349,2374.071,42.5349,2374.071
41.86,50.9094,42.5569,2365.572,42.5569,2365.572
41.88,60.0061,42.5789,2340.771,42.5789,2340.771
41.9,71.27,42.6009,2401.531,42.6009,2401.531
41.92,82.4423,42.6229,2473.464,42.6229,2473.464
41.94,90.9461,42.6449,2519.869,42.6449,2519.869
41.96,98.0153,42.6669,2435.914,42.6669,2435.914
41.98,110.837,42.6889,2414.428,42.6889,2414.428
42.0,135.457,42.7109,2427.646,42.7109,2427.646
42.02,169.164,42.7329,2353.424,42.7329,2353.424
42.04,196.595,42.7549,2337.156,42.7549,2337.156
42.06,209.321,42.7769,2369.462,42.7769,2369.462
42.08,229.399,42.7989,2287.424,42.7989,2287.424
42.1,283.166,42.8209,2215.006,42.8209,2215.006
42.12,373.445,42.8429,2254.168,42.8429,2254.168
42.14,463.322,42.8649,2238.792,42.8649,2238.792
42.16,475.618,42.8869,2256.43,42.8869,2256.43
42.18,398.485,42.9089,2242.32,42.9089,2242.32
42.2,294.233,42.9309,2246.752,42.9309,2246.752
42.22,212.226,42.9529,2226.159,42.9529,2226.159
42.24,162.254,42.9749,2213.255,42.9749,2213.255
42.26,139.179,42.9969,2247.929,42.9969,2247.929
42.28,137.703,43.0189,2389.489,43.0189,2389.489
42.3,156.333,43.0409,2465.751,43.0409,2465.751
42.32,199.12,43.0629,2319.513,43.0629,2319.513
42.34,270.211,43.0849,2389.529,43.0849,2389.529
42.36,368.027,43.1069,2456.38,43.1069,2456.38
42.38,453.891,43.1289,2508.571,43.1289,2508.571
42.4,443.805,43.1509,2590.71,43.1509,2590.71
42.42,343.794,43.1729,2813.237,43.1729,2813.237
42.44,238.2,43.1949,2836.478,43.1949,2836.478
42.46,162.641,43.2169,3004.114,43.2169,3004.114
42.48,115.581,43.2389,3105.21,43.2389,3105.21
42.5,87.9604,43.2609,3207.054,43.2609,3207.054
42.52,71.8851,43.2829,3400.409,43.2829,3400.409
42.54,62.4413,43.3049,3480.367,43.3049,3480.367
42.56,57.1182,43.3269,3576.876,43.3269,3576.876
42.58,54.816,43.3489,3409.372,43.3489,3409.372
42.6,55.1563,43.3709,3283.563,43.3709,3283.563
42.62,58.237,43.3929,3059.69,43.3929,3059.69
42.64,65.2038,43.4149,2915.666,43.4149,2915.666
42.66,79.0974,43.4369,2945.221,43.4369,2945.221
42.68,104.2,43.4589,2869.763,43.4589,2869.763
42.7,144.653,43.4809,2698.172,43.4809,2698.172
42.72,197.856,43.5029,2593.272,43.5029,2593.272
42.74,237.734,43.5249,2427.0,43.5249,2427.0
42.76,224.602,43.5469,2431.727,43.5469,2431.727
42.78,173.36,43.5689,2449.782,43.5689,2449.782
42.8,123.649,43.5909,2435.194,43.5909,2435.194
42.82,89.1991,43.6129,2385.607,43.6129,2385.607
42.84,68.4233,43.6349,2373.727,43.6349,2373.727
42.86,56.5214,43.6569,2382.814,43.6569,2382.814
42.88,49.9257,43.6789,2407.109,43.6789,2407.109
42.9,46.4769,43.7009,2380.166,43.7009,2380.166
42.92,44.7849,43.7229,2372.973,43.7229,2372.973
42.94,44.4065,43.7449,2335.458,43.7449,2335.458
42.96,45.0884,43.7669,2347.351,43.7669,2347.351
42.98,46.7336,43.7889,2417.261,43.7889,2417.261
43.0,49.3481,43.8109,2364.762,43.8109,2364.762
43.02,53.0268,43.8329,2325.868,43.8329,2325.868
43.04,58.0849,43.8549,2300.938,43.8549,2300.938
43.06,64.6026,43.8769,2327.327,43.8769,2327.327
43.08,73.2587,43.8989,2383.957,43.8989,2383.957
43.1,84.8551,43.9209,2316.463,43.9209,2316.463
43.12,101.029,43.9429,2283.235,43.9429,2283.235
43.14,124.686,43.9649,2327.316,43.9649,2327.316
43.16,161.377,43.9869,2353.39,43.9869,2353.39
43.18,219.131,44.0089,2431.863,44.0089,2431.863
43.2,307.518,44.0309,2491.218,44.0309,2491.218
43.22,428.604,44.0529,2561.733,44.0529,2561.733
43.24,552.125,44.0749,2631.036,44.0749,2631.036
43.26,630.531,44.0969,2712.125,44.0969,2712.125
43.28,694.209,44.1189,2715.619,44.1189,2715.619
43.3,779.476,44.1409,2832.613,44.1409,2832.613
43.32,846.326,44.1629,2985.986,44.1629,2985.986
43.34,842.71,44.1849,3055.137,44.1849,3055.137
43.36,803.069,44.2069,3061.694,44.2069,3061.694
43.38,805.608,44.2289,2989.491,44.2289,2989.491
43.4,824.471,44.2509,2927.855,44.2509,2927.855
43.42,759.873,44.2729,3033.667,44.2729,3033.667
43.44,625.158,44.2949,3076.219,44.2949,3076.219
43.46,506.137,44.3169,3073.071,44.3169,3073.071
43.48,449.521,44.3389,3141.671,44.3389,3141.671
43.5,470.373,44.3609,3210.636,44.3609,3210.636
43.52,573.049,44.3829,3295.912,44.3829,3295.912
43.54,744.915,44.4049,3383.474,44.4049,3383.474
43.56,900.821,44.4269,3289.09,44.4269,3289.09
43.58,887.331,44.4489,3217.845,44.4489,3217.845
43.6,731.511,44.4709,3059.879,44.4709,3059.879
43.62,593.546,44.4929,3044.573,44.4929,3044.573
43.64,544.123,44.5149,2850.285,44.5149,2850.285
43.66,584.333,44.5369,2859.412,44.5369,2859.412
43.68,668.654,44.5589,2729.279,44.5589,2729.279
43.7,700.03,44.5809,2664.203,44.5809,2664.203
43.72,630.18,44.6029,2542.86,44.6029,2542.86
43.74,494.334,44.6249,2471.804,44.6249,2471.804
43.76,359.0,44.6469,2408.696,44.6469,2408.696
43.78,263.121,44.6689,2426.132,44.6689,2426.132
43.8,208.12,44.6909,2382.166,44.6909,2382.166
43.82,185.799,44.7129,2296.733,44.7129,2296.733
43.84,190.054,44.7349,2306.6,44.7349,2306.6
43.86,215.714,44.7569,2402.559,44.7569,2402.559
43.88,246.642,44.7789,2393.549,44.7789,2393.549
43.9,251.426,44.8009,2362.005,44.8009,2362.005
43.92,222.638,44.8229,2536.249,44.8229,2536.249
43.94,180.083,44.8449,2499.882,44.8449,2499.882
43.96,138.404,44.8669,2562.951,44.8669,2562.951
43.98,106.825,44.8889,2643.421,44.8889,2643.421
44.0,86.8541,44.9109,2527.991,44.9109,2527.991
44.02,76.3579,44.9329,2491.665,44.9329,2491.665
44.04,73.6143,44.9549,2397.739,44.9549,2397.739
44.06,77.4316,44.9769,2468.73,44.9769,2468.73
44.08,85.538,44.9989,2407.582,44.9989,2407.582
44.1,90.2775,45.0209,2384.654,45.0209,2384.654
44.12,83.8494,45.0429,2430.377,45.0429,2430.377
44.14,72.092,45.0649,2209.251,45.0649,2209.251
