2theta,simulated,2theta,real copy,2theta,real
14.74,978.263,12.7249,2101.931,12.7249,2101.931
14.76,775.807,12.7469,2146.914,12.7469,2146.914
14.78,631.922,12.7689,2106.236,12.7689,2106.236
14.8,525.234,12.7909,2032.729,12.7909,2032.729
14.82,443.796,12.8129,2020.407,12.8129,2020.407
14.84,380.254,12.8349,2007.068,12.8349,2007.068
14.86,329.781,12.8569,2071.201,12.8569,2071.201
14.88,289.092,12.8789,2111.671,12.8789,2111.671
14.9,255.898,12.9009,2181.385,12.9009,2181.385
14.92,228.582,12.9229,2147.011,12.9229,2147.011
14.94,205.998,12.9449,2196.499,12.9449,2196.499
14.96,187.372,12.9669,2221.475,12.9669,2221.475
14.98,172.272,12.9889,2261.594,12.9889,2261.594
15.0,160.683,13.0109,2314.784,13.0109,2314.784
15.02,153.151,13.0329,2348.679,13.0329,2348.679
15.04,150.836,13.0549,2423.928,13.0549,2423.928
15.06,155.111,13.0769,2496.485,13.0769,2496.485
15.08,165.703,13.0989,2564.894,13.0989,2564.894
15.1,174.974,13.1209,2712.569,13.1209,2712.569
15.12,167.162,13.1429,2904.838,13.1429,2904.838
15.14,143.171,13.1649,3086.018,13.1649,3086.018
15.16,118.533,13.1869,3309.062,13.1869,3309.062
15.18,99.7825,13.2089,3568.223,13.2089,3568.223
15.2,86.6353,13.2309,3838.944,13.2309,3838.944
15.22,77.3778,13.2529,4028.185,13.2529,4028.185
15.24,70.512,13.2749,4427.133,13.2749,4427.133
15.26,65.077,13.2969,4998.89,13.2969,4998.89
15.28,60.5474,13.3189,5717.235,13.3189,5717.235
15.3,56.6468,13.3409,6289.183,13.3409,6289.183
15.32,53.2191,13.3629,7016.65,13.3629,7016.65
15.34,50.1653,13.3849,8036.433,13.3849,8036.433
15.36,47.4169,13.4069,9305.2,13.4069,9305.2
15.38,44.9239,13.4289,10816.08,13.4289,10816.08
15.4,42.6483,13.4509,12275.87,13.4509,12275.87
15.42,40.5606,13.4729,13371.39,13.4729,13371.39
15.44,38.6369,13.4949,14692.58,13.4949,14692.58
15.46,36.858,13.5169,16205.27,13.5169,16205.27
15.48,35.2078,13.5389,18164.25,13.5389,18164.25
15.5,33.6727,13.5609,20550.82,13.5609,20550.82
15.52,32.2412,13.5829,22337.1,13.5829,22337.1
15.54,30.9035,13.6049,21388.68,13.6049,21388.68
15.56,29.6508,13.6269,17307.83,13.6269,17307.83
15.58,28.4756,13.6489,11978.75,13.6489,11978.75
15.6,27.3713,13.6709,7522.377,13.6709,7522.377
15.62,26.332,13.6929,5060.529,13.6929,5060.529
15.64,25.3525,13.7149,3906.093,13.7149,3906.093
15.66,24.4279,13.7369,3322.831,13.7369,3322.831
15.68,23.6974,13.7589,3010.793,13.7589,3010.793
15.7,22.8748,13.7809,2838.157,13.7809,2838.157
15.72,22.0961,13.8029,2816.516,13.8029,2816.516
15.74,21.358,13.8249,2749.956,13.8249,2749.956
15.76,20.6579,13.8469,2727.98,13.8469,2727.98
15.78,19.9931,13.8689,2766.372,13.8689,2766.372
15.8,19.3613,13.8909,2783.283,13.8909,2783.283
15.82,18.7603,13.9129,2852.946,13.9129,2852.946
15.84,13.636,13.9349,2989.91,13.9349,2989.91
15.86,13.213,13.9569,3071.658,13.9569,3071.658
15.88,12.8106,13.9789,3150.515,13.9789,3150.515
15.9,12.4275,14.0009,3371.423,14.0009,3371.423
15.92,12.0627,14.0229,3626.752,14.0229,3626.752
15.94,12.7773,14.0449,3824.284,14.0449,3824.284
15.96,13.3112,14.0669,3959.789,14.0669,3959.789
15.98,13.0498,14.0889,4173.46,14.0889,4173.46
16.0,12.8052,14.1109,4431.861,14.1109,4431.861
16.02,12.5768,14.1329,4775.143,14.1329,4775.143
16.04,12.3639,14.1549,5054.165,14.1549,5054.165
16.06,2.67117,14.1769,5347.086,14.1769,5347.086
16.08,2.74238,14.1989,4982.338,14.1989,4982.338
16.1,2.81783,14.2209,4069.502,14.2209,4069.502
16.12,2.89773,14.2429,3227.607,14.2429,3227.607
16.14,2.98231,14.2649,2759.092,14.2649,2759.092
16.16,3.07185,14.2869,2388.973,14.2869,2388.973
16.18,3.16664,14.3089,2312.75,14.3089,2312.75
16.2,3.26701,14.3309,2179.2,14.3309,2179.2
16.22,3.37331,14.3529,2253.319,14.3529,2253.319
16.24,3.48596,14.3749,2177.781,14.3749,2177.781
16.26,3.60537,14.3969,2238.91,14.3969,2238.91
16.28,3.73204,14.4189,2093.991,14.4189,2093.991
16.3,3.86651,14.4409,2134.0,14.4409,2134.0
16.32,4.03503,14.4629,2174.313,14.4629,2174.313
16.34,4.18763,14.4849,2122.703,14.4849,2122.703
16.36,4.35003,14.5069,2100.392,14.5069,2100.392
16.38,4.52303,14.5289,2108.942,14.5289,2108.942
16.4,4.70754,14.5509,2145.31,14.5509,2145.31
16.42,4.90457,14.5729,2029.6,14.5729,2029.6
16.44,5.11524,14.5949,2065.627,14.5949,2065.627
16.46,5.3408,14.6169,2183.395,14.6169,2183.395
16.48,5.58268,14.6389,2234.797,14.6389,2234.797
16.5,5.84248,14.6609,2194.643,14.6609,2194.643
16.52,6.12201,14.6829,2165.982,14.6829,2165.982
16.54,6.42331,14.7049,2220.458,14.7049,2220.458
16.56,6.74873,14.7269,2305.355,14.7269,2305.355
16.58,7.10095,14.7489,2319.097,14.7489,2319.097
16.6,7.40976,14.7709,2329.461,14.7709,2329.461
16.62,7.82722,14.7929,2314.859,14.7929,2314.859
16.64,8.28218,14.8149,2438.967,14.8149,2438.967
16.66,8.77945,14.8369,2361.136,14.8369,2361.136
16.68,9.32471,14.8589,2416.9,14.8589,2416.9
16.7,9.92467,14.8809,2552.527,14.8809,2552.527
16.72,10.5873,14.9029,2525.998,14.9029,2525.998
16.74,11.3223,14.9249,2463.43,14.9249,2463.43
16.76,12.1413,14.9469,2452.28,14.9469,2452.28
16.78,13.0587,14.9689,2379.071,14.9689,2379.071
16.8,14.0922,14.9909,2295.076,14.9909,2295.076
16.82,15.2643,15.0129,2326.68,15.0129,2326.68
16.84,16.6036,15.0349,2328.802,15.0349,2328.802
16.86,18.1474,15.0569,2372.282,15.0569,2372.282
16.88,19.9453,15.0789,2465.77,15.0789,2465.77
16.9,22.0647,15.1009,2547.933,15.1009,2547.933
16.92,25.314,15.1229,2635.967,15.1229,2635.967
16.94,29.4293,15.1449,2746.664,15.1449,2746.664
16.96,33.3326,15.1669,2840.399,15.1669,2840.399
16.98,38.3705,15.1889,2911.889,15.1889,2911.889
17.0,45.234,15.2109,3070.236,15.2109,3070.236
17.02,55.2423,15.2329,3167.902,15.2329,3167.902
17.04,70.6602,15.2549,3382.808,15.2549,3382.808
17.06,94.9054,15.2769,3623.412,15.2769,3623.412
17.08,130.56,15.2989,3801.922,15.2989,3801.922
17.1,172.537,15.3209,3835.09,15.3209,3835.09
17.12,199.234,15.3429,3778.823,15.3429,3778.823
17.14,189.459,15.3649,3809.741,15.3649,3809.741
17.16,165.859,15.3869,3954.457,15.3869,3954.457
17.18,148.369,15.4089,4222.543,15.4089,4222.543
17.2,145.231,15.4309,4676.698,15.4309,4676.698
17.22,156.06,15.4529,5119.403,15.4529,5119.403
17.24,180.995,15.4749,5701.479,15.4749,5701.479
17.26,223.795,15.4969,6606.469,15.4969,6606.469
17.28,294.969,15.5189,7577.171,15.5189,7577.171
17.3,415.558,15.5409,8538.197,15.5409,8538.197
17.32,618.747,15.5629,9560.711,15.5629,9560.711
17.34,941.079,15.5849,10793.16,15.5849,10793.16
17.36,1379.06,15.6069,12098.03,15.6069,12098.03
17.38,1774.75,15.6289,13735.79,15.6289,13735.79
17.4,1828.33,15.6509,15731.97,15.6509,15731.97
17.42,1489.8,15.6729,18241.35,15.6729,18241.35
17.44,1038.84,15.6949,20560.0,15.6949,20560.0
17.46,683.851,15.7169,21151.19,15.7169,21151.19
17.48,453.496,15.7389,18471.49,15.7389,18471.49
17.5,314.679,15.7609,13989.62,15.7609,13989.62
17.52,231.627,15.7829,9614.906,15.7829,9614.906
17.54,179.719,15.8049,6597.555,15.8049,6597.555
17.56,145.114,15.8269,4948.365,15.8269,4948.365
17.58,120.738,15.8489,4093.526,15.8489,4093.526
17.6,102.943,15.8709,3529.911,15.8709,3529.911
17.62,89.6785,15.8929,3177.349,15.8929,3177.349
17.64,79.7058,15.9149,2936.284,15.9149,2936.284
17.66,72.2608,15.9369,2776.547,15.9369,2776.547
17.68,66.9282,15.9589,2681.013,15.9589,2681.013
17.7,63.6087,15.9809,2677.682,15.9809,2677.682
17.72,62.5001,16.0029,2445.672,16.0029,2445.672
17.74,63.9652,16.0249,2402.123,16.0249,2402.123
17.76,67.9929,16.0469,2335.823,16.0469,2335.823
17.78,72.4379,16.0689,2361.429,16.0689,2361.429
17.8,71.9246,16.0909,2342.878,16.0909,2342.878
17.82,65.4949,16.1129,2283.65,16.1129,2283.65
17.84,58.3902,16.1349,2212.749,16.1349,2212.749
17.86,53.3736,16.1569,2300.734,16.1569,2300.734
17.88,50.5351,16.1789,2330.224,16.1789,2330.224
17.9,49.3212,16.2009,2180.78,16.2009,2180.78
17.92,49.2198,16.2229,2223.521,16.2229,2223.521
17.94,49.9069,16.2449,2246.999,16.2449,2246.999
17.96,51.2248,16.2669,2233.531,16.2669,2233.531
17.98,53.1196,16.2889,2195.878,16.2889,2195.878
18.0,55.5962,16.3109,2189.065,16.3109,2189.065
18.02,58.6975,16.3329,2155.939,16.3329,2155.939
18.04,62.4992,16.3549,2114.972,16.3549,2114.972
18.06,67.1123,16.3769,2112.844,16.3769,2112.844
18.08,72.6903,16.3989,2111.18,16.3989,2111.18
18.1,79.4425,16.4209,2212.81,16.4209,2212.81
18.12,87.6545,16.4429,2149.098,16.4429,2149.098
18.14,97.7199,16.4649,2093.407,16.4649,2093.407
18.16,110.19,16.4869,2126.851,16.4869,2126.851
18.18,125.853,16.5089,2162.11,16.5089,2162.11
18.2,145.874,16.5309,2119.906,16.5309,2119.906
18.22,172.054,16.5529,2137.488,16.5529,2137.488
18.24,207.42,16.5749,2144.339,16.5749,2144.339
18.26,257.585,16.5969,2082.661,16.5969,2082.661
18.28,333.577,16.6189,2118.386,16.6189,2118.386
18.3,455.963,16.6409,2122.116,16.6409,2122.116
18.32,657.305,16.6629,2045.035,16.6629,2045.035
18.34,975.534,16.6849,2004.727,16.6849,2004.727
18.36,1418.64,16.7069,2052.834,16.7069,2052.834
18.38,1850.71,16.7289,2120.454,16.7289,2120.454
18.4,1939.57,16.7509,2129.89,16.7509,2129.89
18.42,1639.38,16.7729,2104.807,16.7729,2104.807
18.44,1296.72,16.7949,2099.643,16.7949,2099.643
18.46,1114.04,16.8169,2124.019,16.8169,2124.019
18.48,1115.91,16.8389,2133.86,16.8389,2133.86
18.5,1254.44,16.8609,2199.0,16.8609,2199.0
18.52,1464.11,16.8829,2171.521,16.8829,2171.521
18.54,1731.31,16.9049,2112.568,16.9049,2112.568
18.56,2010.33,16.9269,2149.333,16.9269,2149.333
18.58,2304.43,16.9489,2191.954,16.9489,2191.954
18.6,2599.46,16.9709,2160.443,16.9709,2160.443
18.62,2575.06,16.9929,2165.706,16.9929,2165.706
18.64,2071.99,17.0149,2154.618,17.0149,2154.618
18.66,1447.1,17.0369,2155.974,17.0369,2155.974
18.68,966.91,17.0589,2114.221,17.0589,2114.221
18.7,655.219,17.0809,2059.904,17.0809,2059.904
18.72,464.756,17.1029,2040.899,17.1029,2040.899
18.74,348.059,17.1249,2039.507,17.1249,2039.507
18.76,272.874,17.1469,2073.469,17.1469,2073.469
18.78,221.1,17.1689,2072.427,17.1689,2072.427
18.8,183.427,17.1909,2081.209,17.1909,2081.209
18.82,154.956,17.2129,2091.587,17.2129,2091.587
18.84,132.858,17.2349,2116.44,17.2349,2116.44
18.86,113.649,17.2569,2130.673,17.2569,2130.673
18.88,99.46,17.2789,2069.501,17.2789,2069.501
18.9,87.9338,17.3009,1994.119,17.3009,1994.119
18.92,78.4001,17.3229,2057.103,17.3229,2057.103
18.94,70.4119,17.3449,2067.918,17.3449,2067.918
18.96,63.652,17.3669,2023.996,17.3669,2023.996
18.98,57.8812,17.3889,2058.584,17.3889,2058.584
19.0,52.9166,17.4109,1998.043,17.4109,1998.043
19.02,48.6162,17.4329,2058.51,17.4329,2058.51
19.04,44.8682,17.4549,2088.389,17.4549,2088.389
19.06,41.5841,17.4769,2042.141,17.4769,2042.141
19.08,38.6927,17.4989,2017.289,17.4989,2017.289
19.1,36.1365,17.5209,1986.053,17.5209,1986.053
19.12,33.8683,17.5429,2000.422,17.5429,2000.422
19.14,31.8495,17.5649,2093.014,17.5649,2093.014
19.16,30.0482,17.5869,2100.917,17.5869,2100.917
19.18,28.4376,17.6089,2074.713,17.6089,2074.713
19.2,26.9955,17.6309,2119.865,17.6309,2119.865
19.22,25.7033,17.6529,2047.372,17.6529,2047.372
19.24,24.5452,17.6749,2071.342,17.6749,2071.342
19.26,23.5081,17.6969,2017.465,17.6969,2017.465
19.28,22.5556,17.7189,2019.05,17.7189,2019.05
19.3,21.7293,17.7409,2014.178,17.7409,2014.178
19.32,20.9957,17.7629,2025.407,17.7629,2025.407
19.34,20.3483,17.7849,2044.441,17.7849,2044.441
19.36,20.2126,17.8069,1981.177,17.8069,1981.177
19.38,19.7354,17.8289,2035.656,17.8289,2035.656
19.4,19.3327,17.8509,1995.478,17.8509,1995.478
19.42,19.0023,17.8729,2047.191,17.8729,2047.191
19.44,18.7431,17.8949,2000.181,17.8949,2000.181
19.46,18.5552,17.9169,1978.704,17.9169,1978.704
19.48,19.856,17.9389,2069.568,17.9389,2069.568
19.5,19.854,17.9609,2069.068,17.9609,2069.068
19.52,19.9311,17.9829,2052.304,17.9829,2052.304
19.54,20.092,18.0049,2053.807,18.0049,2053.807
19.56,20.3429,18.0269,2042.625,18.0269,2042.625
19.58,20.6921,18.0489,1981.509,18.0489,1981.509
19.6,21.1501,18.0709,2014.981,18.0709,2014.981
19.62,21.7301,18.0929,2074.101,18.0929,2074.101
19.64,22.449,18.1149,2118.87,18.1149,2118.87
19.66,23.328,18.1369,2051.14,18.1369,2051.14
19.68,24.3942,18.1589,2066.736,18.1589,2066.736
19.7,25.682,18.1809,2098.1,18.1809,2098.1
19.72,27.236,18.2029,2039.748,18.2029,2039.748
19.74,29.1137,18.2249,1953.463,18.2249,1953.463
19.76,31.3911,18.2469,1981.389,18.2469,1981.389
19.78,34.1693,18.2689,2032.519,18.2689,2032.519
19.8,37.5852,18.2909,1975.212,18.2909,1975.212
19.82,41.8275,18.3129,2101.063,18.3129,2101.063
19.84,47.1613,18.3349,2031.559,18.3349,2031.559
19.86,52.2639,18.3569,2061.297,18.3569,2061.297
19.88,61.1525,18.3789,2042.493,18.3789,2042.493
19.9,72.9479,18.4009,2071.393,18.4009,2071.393
19.92,89.0966,18.4229,2045.235,18.4229,2045.235
19.94,112.251,18.4449,2022.522,18.4449,2022.522
19.96,147.654,18.4669,2070.194,18.4669,2070.194
19.98,205.161,18.4889,2073.472,18.4889,2073.472
20.0,302.574,18.5109,2077.543,18.5109,2077.543
20.02,462.018,18.5329,2078.752,18.5329,2078.752
20.04,696.879,18.5549,2119.827,18.5549,2119.827
20.06,963.276,18.5769,2019.752,18.5769,2019.752
20.08,1075.94,18.5989,1987.209,18.5989,1987.209
20.1,910.491,18.6209,2034.045,18.6209,2034.045
20.12,639.678,18.6429,2094.619,18.6429,2094.619
20.14,419.866,18.6649,2038.389,18.6649,2038.389
20.16,276.035,18.6869,2071.09,18.6869,2071.09
20.18,189.538,18.7089,2005.878,18.7089,2005.878
20.2,138.363,18.7309,2044.974,18.7309,2044.974
20.22,106.863,18.7529,2010.33,18.7529,2010.33
20.24,86.1599,18.7749,2073.484,18.7749,2073.484
20.26,71.7516,18.7969,2078.754,18.7969,2078.754
20.28,61.3473,18.8189,2016.508,18.8189,2016.508
20.3,53.6735,18.8409,2011.496,18.8409,2011.496
20.32,47.9522,18.8629,2043.374,18.8629,2043.374
20.34,43.6789,18.8849,2076.371,18.8849,2076.371
20.36,40.516,18.9069,2083.419,18.9069,2083.419
20.38,38.2345,18.9289,2050.156,18.9289,2050.156
20.4,36.6788,18.9509,2055.564,18.9509,2055.564
20.42,35.7455,18.9729,2097.962,18.9729,2097.962
20.44,35.3704,18.9949,2066.266,18.9949,2066.266
20.46,35.5202,19.0169,2073.126,19.0169,2073.126
20.48,36.1892,19.0389,2158.044,19.0389,2158.044
20.5,37.398,19.0609,2110.727,19.0609,2110.727
20.52,39.1957,19.0829,2069.901,19.0829,2069.901
20.54,41.6652,19.1049,2164.021,19.1049,2164.021
20.56,44.9333,19.1269,2156.133,19.1269,2156.133
20.58,49.187,19.1489,2108.472,19.1489,2108.472
20.6,54.7017,19.1709,2120.457,19.1709,2120.457
20.62,61.8905,19.1929,2102.825,19.1929,2102.825
20.64,71.4041,19.2149,2103.29,19.2149,2103.29
20.66,84.3593,19.2369,2139.204,19.2369,2139.204
20.68,102.846,19.2589,2130.189,19.2589,2130.189
20.7,130.84,19.2809,2157.503,19.2809,2157.503
20.72,175.212,19.3029,2201.805,19.3029,2201.805
20.74,245.627,19.3249,2151.079,19.3249,2151.079
20.76,350.693,19.3469,2156.638,19.3469,2156.638
20.78,481.747,19.3689,2183.465,19.3689,2183.465
20.8,578.573,19.3909,2246.214,19.3909,2246.214
20.82,580.198,19.4129,2244.0,19.4129,2244.0
20.84,552.953,19.4349,2343.443,19.4349,2343.443
20.86,592.57,19.4569,2403.911,19.4569,2403.911
20.88,748.208,19.4789,2486.151,19.4789,2486.151
20.9,1033.28,19.5009,2522.342,19.5009,2522.342
20.92,1372.03,19.5229,2643.552,19.5229,2643.552
20.94,1498.77,19.5449,2855.889,19.5449,2855.889
20.96,1250.66,19.5669,2939.988,19.5669,2939.988
20.98,875.064,19.5889,3036.799,19.5889,3036.799
21.0,575.218,19.6109,3253.384,19.6109,3253.384
21.02,379.448,19.6329,3374.133,19.6329,3374.133
21.04,261.092,19.6549,3580.206,19.6549,3580.206
21.06,190.184,19.6769,3602.433,19.6769,3602.433
21.08,145.711,19.6989,3421.07,19.6989,3421.07
21.1,115.818,19.7209,3074.158,19.7209,3074.158
21.12,94.4853,19.7429,2706.908,19.7429,2706.908
21.14,78.6185,19.7649,2423.983,19.7649,2423.983
21.16,67.703,19.7869,2290.259,19.7869,2290.259
21.18,58.2347,19.8089,2341.438,19.8089,2341.438
21.2,50.6961,19.8309,2319.195,19.8309,2319.195
21.22,44.599,19.8529,2377.051,19.8529,2377.051
21.24,39.5998,19.8749,2278.025,19.8749,2278.025
21.26,35.4733,19.8969,2340.521,19.8969,2340.521
21.28,32.0878,19.9189,2426.428,19.9189,2426.428
21.3,29.1463,19.9409,2514.652,19.9409,2514.652
21.32,26.6365,19.9629,2615.726,19.9629,2615.726
21.34,24.4794,19.9849,2836.29,19.9849,2836.29
21.36,22.6136,20.0069,2829.843,20.0069,2829.843
21.38,20.9905,20.0289,3017.531,20.0289,3017.531
21.4,19.5716,20.0509,3248.744,20.0509,3248.744
21.42,18.3258,20.0729,3420.011,20.0729,3420.011
21.44,17.2279,20.0949,3645.059,20.0949,3645.059
21.46,16.7074,20.1169,3666.586,20.1169,3666.586
21.48,15.86,20.1389,3462.659,20.1389,3462.659
21.5,15.2226,20.1609,3193.379,20.1609,3193.379
21.52,14.5608,20.1829,2868.328,20.1829,2868.328
21.54,12.9479,20.2049,2702.048,20.2049,2702.048
21.56,12.457,20.2269,2601.796,20.2269,2601.796
21.58,12.0214,20.2489,2547.075,20.2489,2547.075
21.6,11.6442,20.2709,2532.485,20.2709,2532.485
21.62,11.3161,20.2929,2684.058,20.2929,2684.058
21.64,11.0331,20.3149,2686.027,20.3149,2686.027
21.66,10.7919,20.3369,2594.224,20.3369,2594.224
21.68,10.5897,20.3589,2536.923,20.3589,2536.923
21.7,10.4242,20.3809,2461.367,20.3809,2461.367
21.72,10.2936,20.4029,2414.588,20.4029,2414.588
21.74,10.1966,20.4249,2265.084,20.4249,2265.084
21.76,10.132,20.4469,2224.706,20.4469,2224.706
21.78,10.0993,20.4689,2204.166,20.4689,2204.166
21.8,10.0981,20.4909,2222.498,20.4909,2222.498
21.82,10.1285,20.5129,2165.736,20.5129,2165.736
21.84,10.1908,20.5349,2177.255,20.5349,2177.255
21.86,10.2857,20.5569,2171.47,20.5569,2171.47
21.88,11.2251,20.5789,2194.276,20.5789,2194.276
21.9,11.5812,20.6009,2197.932,20.6009,2197.932
21.92,11.8103,20.6229,2164.053,20.6229,2164.053
21.94,12.08,20.6449,2217.695,20.6449,2217.695
21.96,12.3935,20.6669,2209.047,20.6669,2209.047
21.98,12.7543,20.6889,2202.618,20.6889,2202.618
22.0,13.1668,20.7109,2218.105,20.7109,2218.105
22.02,13.6364,20.7329,2203.209,20.7329,2203.209
22.04,14.1693,20.7549,2226.174,20.7549,2226.174
22.06,14.7733,20.7769,2206.076,20.7769,2206.076
22.08,16.4822,20.7989,2158.359,20.7989,2158.359
22.1,17.2863,20.8209,2258.381,20.8209,2258.381
22.12,18.1968,20.8429,2362.099,20.8429,2362.099
22.14,19.2307,20.8649,2398.736,20.8649,2398.736
22.16,20.4092,20.8869,2431.375,20.8869,2431.375
22.18,21.7591,20.9089,2515.288,20.9089,2515.288
22.2,23.3151,20.9309,2625.742,20.9309,2625.742
22.22,25.1231,20.9529,2692.721,20.9529,2692.721
22.24,27.2473,20.9749,2790.5,20.9749,2790.5
22.26,29.3721,20.9969,2926.148,20.9969,2926.148
22.28,32.4879,21.0189,3158.885,21.0189,3158.885
22.3,37.2757,21.0409,3414.042,21.0409,3414.042
22.32,43.2993,21.0629,3812.298,21.0629,3812.298
22.34,50.2172,21.0849,4117.925,21.0849,4117.925
22.36,59.1523,21.1069,4433.726,21.1069,4433.726
22.38,69.2556,21.1289,5090.527,21.1289,5090.527
22.4,76.3555,21.1509,5780.5,21.1509,5780.5
22.42,83.0378,21.1729,6324.226,21.1729,6324.226
22.44,91.8028,21.1949,7022.705,21.1949,7022.705
22.46,105.736,21.2169,7188.894,21.2169,7188.894
22.48,127.149,21.2389,7017.069,21.2389,7017.069
22.5,159.899,21.2609,6969.283,21.2609,6969.283
22.52,211.99,21.2829,6859.79,21.2829,6859.79
22.54,298.703,21.3049,6430.139,21.3049,6430.139
22.56,444.053,21.3269,5599.277,21.3269,5599.277
22.58,674.904,21.3489,4798.281,21.3489,4798.281
22.6,992.091,21.3709,4164.22,21.3709,4164.22
22.62,1279.22,21.3929,3645.761,21.3929,3645.761
22.64,1282.37,21.4149,3320.557,21.4149,3320.557
22.66,1008.75,21.4369,3356.888,21.4369,3356.888
22.68,715.815,21.4589,3342.445,21.4589,3342.445
22.7,518.149,21.4809,3540.722,21.4809,3540.722
22.72,411.347,21.5029,3694.472,21.5029,3694.472
22.74,353.351,21.5249,4084.398,21.5249,4084.398
22.76,302.105,21.5469,4195.413,21.5469,4195.413
22.78,253.846,21.5689,4539.336,21.5689,4539.336
22.8,223.938,21.5909,4764.137,21.5909,4764.137
22.82,219.771,21.6129,5243.151,21.6129,5243.151
22.84,246.57,21.6349,5823.972,21.6349,5823.972
22.86,312.132,21.6569,6403.221,21.6569,6403.221
22.88,421.724,21.6789,7121.588,21.6789,7121.588
22.9,553.07,21.7009,7580.813,21.7009,7580.813
22.92,619.352,21.7229,7188.804,21.7229,7188.804
22.94,557.301,21.7449,6226.639,21.7449,6226.639
22.96,427.227,21.7669,5397.858,21.7669,5397.858
22.98,304.031,21.7889,4397.947,21.7889,4397.947
23.0,217.081,21.8109,3555.973,21.8109,3555.973
23.02,163.492,21.8329,3260.208,21.8329,3260.208
23.04,132.41,21.8549,2958.002,21.8549,2958.002
23.06,114.843,21.8769,2759.106,21.8769,2759.106
23.08,105.295,21.8989,2678.778,21.8989,2678.778
23.1,100.94,21.9209,2668.711,21.9209,2668.711
23.12,100.516,21.9429,2543.23,21.9429,2543.23
23.14,103.616,21.9649,2472.713,21.9649,2472.713
23.16,110.401,21.9869,2434.296,21.9869,2434.296
23.18,121.595,22.0089,2479.376,22.0089,2479.376
23.2,138.768,22.0309,2462.924,22.0309,2462.924
23.22,165.155,22.0529,2471.337,22.0529,2471.337
23.24,207.352,22.0749,2508.687,22.0749,2508.687
23.26,277.715,22.0969,2599.852,22.0969,2599.852
23.28,395.467,22.1189,2676.318,22.1189,2676.318
23.3,581.931,22.1409,2756.154,22.1409,2756.154
23.32,837.169,22.1629,2811.225,22.1629,2811.225
23.34,1067.26,22.1849,2840.226,22.1849,2840.226
23.36,1072.13,22.2069,3049.912,22.2069,3049.912
23.38,860.076,22.2289,3120.504,22.2289,3120.504
23.4,633.682,22.2509,3200.377,22.2509,3200.377
23.42,484.873,22.2729,3124.158,22.2729,3124.158
23.44,419.029,22.2949,3020.565,22.2949,3020.565
23.46,427.929,22.3169,2786.145,22.3169,2786.145
23.48,513.018,22.3389,2552.551,22.3389,2552.551
23.5,684.838,22.3609,2396.108,22.3609,2396.108
23.52,937.443,22.3829,2385.791,22.3829,2385.791
23.54,1169.45,22.4049,2377.42,22.4049,2377.42
23.56,1167.61,22.4269,2379.568,22.4269,2379.568
23.58,939.981,22.4489,2316.835,22.4489,2316.835
23.6,700.986,22.4709,2274.782,22.4709,2274.782
23.62,547.382,22.4929,2265.093,22.4929,2265.093
23.64,485.978,22.5149,2245.934,22.5149,2245.934
23.66,510.899,22.5369,2243.493,22.5369,2243.493
23.68,628.247,22.5589,2271.303,22.5589,2271.303
23.7,857.113,22.5809,2305.854,22.5809,2305.854
23.72,1186.39,22.6029,2267.363,22.6029,2267.363
23.74,1502.87,22.6249,2246.833,22.6249,2246.833
23.76,1619.34,22.6469,2245.703,22.6469,2245.703
23.78,1475.43,22.6689,2287.974,22.6689,2287.974
23.8,1132.17,22.6909,2236.301,22.6909,2236.301
23.82,779.062,22.7129,2246.658,22.7129,2246.658
23.84,522.552,22.7349,2292.546,22.7349,2292.546
23.86,359.68,22.7569,2305.028,22.7569,2305.028
23.88,260.464,22.7789,2292.671,22.7789,2292.671
23.9,199.015,22.8009,2289.376,22.8009,2289.376
23.92,158.768,22.8229,2346.05,22.8229,2346.05
23.94,130.659,22.8449,2331.785,22.8449,2331.785
23.96,110.007,22.8669,2384.926,22.8669,2384.926
23.98,94.2957,22.8889,2415.373,22.8889,2415.373
24.0,82.0402,22.9109,2463.444,22.9109,2463.444
24.02,73.7315,22.9329,2448.361,22.9329,2448.361
24.04,65.8871,22.9549,2387.935,22.9549,2387.935
24.06,59.4635,22.9769,2434.917,22.9769,2434.917
24.08,54.7795,22.9989,2349.248,22.9989,2349.248
24.1,51.5346,23.0209,2383.01,23.0209,2383.01
24.12,46.6365,23.0429,2416.002,23.0429,2416.002
24.14,43.5332,23.0649,2363.86,23.0649,2363.86
24.16,40.8973,23.0869,2377.993,23.0869,2377.993
24.18,38.6514,23.1089,2286.249,23.1089,2286.249
24.2,36.7348,23.1309,2362.124,23.1309,2362.124
24.22,34.986,23.1529,2470.794,23.1529,2470.794
24.24,33.5966,23.1749,2511.424,23.1749,2511.424
24.26,32.4193,23.1969,2502.619,23.1969,2502.619
24.28,31.4294,23.2189,2623.892,23.2189,2623.892
24.3,30.6071,23.2409,2643.417,23.2409,2643.417
24.32,29.9364,23.2629,2711.979,23.2629,2711.979
24.34,29.4045,23.2849,2714.031,23.2849,2714.031
24.36,29.0852,23.3069,2748.91,23.3069,2748.91
24.38,28.3598,23.3289,2856.744,23.3289,2856.744
24.4,28.2075,23.3509,3029.329,23.3509,3029.329
24.42,28.0536,23.3729,3378.526,23.3729,3378.526
24.44,28.1242,23.3949,3619.788,23.3949,3619.788
24.46,28.5682,23.4169,3814.247,23.4169,3814.247
24.48,28.8634,23.4389,4356.318,23.4389,4356.318
